"","Estimators","Depth","Minimum Sample Size","Mean Accuracy"
"12500",6,1,1,0.796474
"12501",6,1,2,0.796474
"12502",6,1,3,0.796474
"12503",6,1,4,0.796474
"12504",6,1,5,0.796474
"12505",6,1,6,0.796474
"12506",6,1,7,0.796474
"12507",6,1,8,0.796474
"12508",6,1,9,0.796474
"12509",6,1,10,0.796474
"12510",6,1,11,0.796474
"12511",6,1,12,0.796474
"12512",6,1,13,0.796474
"12513",6,1,14,0.796474
"12514",6,1,15,0.796474
"12515",6,1,16,0.796474
"12516",6,1,17,0.796474
"12517",6,1,18,0.796474
"12518",6,1,19,0.796474
"12519",6,1,20,0.796474
"12520",6,1,21,0.796474
"12521",6,1,22,0.796474
"12522",6,1,23,0.796474
"12523",6,1,24,0.796474
"12524",6,1,25,0.796474
"12525",6,1,26,0.796474
"12526",6,1,27,0.796474
"12527",6,1,28,0.796474
"12528",6,1,29,0.796474
"12529",6,1,30,0.796474
"12530",6,1,31,0.796474
"12531",6,1,32,0.796474
"12532",6,1,33,0.796474
"12533",6,1,34,0.796474
"12534",6,1,35,0.796474
"12535",6,1,36,0.796474
"12536",6,1,37,0.796474
"12537",6,1,38,0.796474
"12538",6,1,39,0.796474
"12539",6,1,40,0.796474
"12540",6,1,41,0.796474
"12541",6,1,42,0.796474
"12542",6,1,43,0.796474
"12543",6,1,44,0.796474
"12544",6,1,45,0.796474
"12545",6,1,46,0.796474
"12546",6,1,47,0.796474
"12547",6,1,48,0.796474
"12548",6,1,49,0.796474
"12549",6,1,50,0.796474
"12550",6,2,1,0.796474
"12551",6,2,2,0.796474
"12552",6,2,3,0.796474
"12553",6,2,4,0.796474
"12554",6,2,5,0.796474
"12555",6,2,6,0.796474
"12556",6,2,7,0.796474
"12557",6,2,8,0.796474
"12558",6,2,9,0.796474
"12559",6,2,10,0.796474
"12560",6,2,11,0.796474
"12561",6,2,12,0.796474
"12562",6,2,13,0.796474
"12563",6,2,14,0.796474
"12564",6,2,15,0.796474
"12565",6,2,16,0.796474
"12566",6,2,17,0.796474
"12567",6,2,18,0.796474
"12568",6,2,19,0.796474
"12569",6,2,20,0.796474
"12570",6,2,21,0.796474
"12571",6,2,22,0.796474
"12572",6,2,23,0.796474
"12573",6,2,24,0.796474
"12574",6,2,25,0.796474
"12575",6,2,26,0.796474
"12576",6,2,27,0.796474
"12577",6,2,28,0.796474
"12578",6,2,29,0.796474
"12579",6,2,30,0.796474
"12580",6,2,31,0.796474
"12581",6,2,32,0.796474
"12582",6,2,33,0.796474
"12583",6,2,34,0.796474
"12584",6,2,35,0.796474
"12585",6,2,36,0.796474
"12586",6,2,37,0.796474
"12587",6,2,38,0.796474
"12588",6,2,39,0.796474
"12589",6,2,40,0.796474
"12590",6,2,41,0.796474
"12591",6,2,42,0.796474
"12592",6,2,43,0.796474
"12593",6,2,44,0.796474
"12594",6,2,45,0.796474
"12595",6,2,46,0.796474
"12596",6,2,47,0.796474
"12597",6,2,48,0.796474
"12598",6,2,49,0.796474
"12599",6,2,50,0.796474
"12600",6,3,1,0.796474
"12601",6,3,2,0.796474
"12602",6,3,3,0.796474
"12603",6,3,4,0.796474
"12604",6,3,5,0.796474
"12605",6,3,6,0.796474
"12606",6,3,7,0.796474
"12607",6,3,8,0.796474
"12608",6,3,9,0.796474
"12609",6,3,10,0.796474
"12610",6,3,11,0.796474
"12611",6,3,12,0.796474
"12612",6,3,13,0.796474
"12613",6,3,14,0.796474
"12614",6,3,15,0.796474
"12615",6,3,16,0.796474
"12616",6,3,17,0.796474
"12617",6,3,18,0.796474
"12618",6,3,19,0.796474
"12619",6,3,20,0.796474
"12620",6,3,21,0.796474
"12621",6,3,22,0.796474
"12622",6,3,23,0.796474
"12623",6,3,24,0.796474
"12624",6,3,25,0.796474
"12625",6,3,26,0.796474
"12626",6,3,27,0.796474
"12627",6,3,28,0.796474
"12628",6,3,29,0.796474
"12629",6,3,30,0.796474
"12630",6,3,31,0.796474
"12631",6,3,32,0.796474
"12632",6,3,33,0.796474
"12633",6,3,34,0.796474
"12634",6,3,35,0.796474
"12635",6,3,36,0.796474
"12636",6,3,37,0.796474
"12637",6,3,38,0.796474
"12638",6,3,39,0.796474
"12639",6,3,40,0.796474
"12640",6,3,41,0.796474
"12641",6,3,42,0.796474
"12642",6,3,43,0.796474
"12643",6,3,44,0.796474
"12644",6,3,45,0.796474
"12645",6,3,46,0.796474
"12646",6,3,47,0.796474
"12647",6,3,48,0.796474
"12648",6,3,49,0.796474
"12649",6,3,50,0.796474
"12650",6,4,1,0.796474
"12651",6,4,2,0.796474
"12652",6,4,3,0.796474
"12653",6,4,4,0.796474
"12654",6,4,5,0.796474
"12655",6,4,6,0.796474
"12656",6,4,7,0.796474
"12657",6,4,8,0.796474
"12658",6,4,9,0.796474
"12659",6,4,10,0.796474
"12660",6,4,11,0.796474
"12661",6,4,12,0.796474
"12662",6,4,13,0.796474
"12663",6,4,14,0.796474
"12664",6,4,15,0.796474
"12665",6,4,16,0.796474
"12666",6,4,17,0.796474
"12667",6,4,18,0.796474
"12668",6,4,19,0.796474
"12669",6,4,20,0.796474
"12670",6,4,21,0.796474
"12671",6,4,22,0.796474
"12672",6,4,23,0.796474
"12673",6,4,24,0.796474
"12674",6,4,25,0.796474
"12675",6,4,26,0.796474
"12676",6,4,27,0.796474
"12677",6,4,28,0.796474
"12678",6,4,29,0.796474
"12679",6,4,30,0.796474
"12680",6,4,31,0.796474
"12681",6,4,32,0.796474
"12682",6,4,33,0.796474
"12683",6,4,34,0.796474
"12684",6,4,35,0.796474
"12685",6,4,36,0.796474
"12686",6,4,37,0.796474
"12687",6,4,38,0.796474
"12688",6,4,39,0.796474
"12689",6,4,40,0.796474
"12690",6,4,41,0.796474
"12691",6,4,42,0.796474
"12692",6,4,43,0.796474
"12693",6,4,44,0.796474
"12694",6,4,45,0.796474
"12695",6,4,46,0.796474
"12696",6,4,47,0.796474
"12697",6,4,48,0.796474
"12698",6,4,49,0.796474
"12699",6,4,50,0.796474
"12700",6,5,1,0.796474
"12701",6,5,2,0.796474
"12702",6,5,3,0.796474
"12703",6,5,4,0.796474
"12704",6,5,5,0.796474
"12705",6,5,6,0.796474
"12706",6,5,7,0.796474
"12707",6,5,8,0.796474
"12708",6,5,9,0.796474
"12709",6,5,10,0.796474
"12710",6,5,11,0.796474
"12711",6,5,12,0.796474
"12712",6,5,13,0.796474
"12713",6,5,14,0.796474
"12714",6,5,15,0.796474
"12715",6,5,16,0.796474
"12716",6,5,17,0.796474
"12717",6,5,18,0.796474
"12718",6,5,19,0.796474
"12719",6,5,20,0.796474
"12720",6,5,21,0.796474
"12721",6,5,22,0.796474
"12722",6,5,23,0.796474
"12723",6,5,24,0.796474
"12724",6,5,25,0.796474
"12725",6,5,26,0.796474
"12726",6,5,27,0.796474
"12727",6,5,28,0.796474
"12728",6,5,29,0.796474
"12729",6,5,30,0.796474
"12730",6,5,31,0.796474
"12731",6,5,32,0.796474
"12732",6,5,33,0.796474
"12733",6,5,34,0.796474
"12734",6,5,35,0.796474
"12735",6,5,36,0.796474
"12736",6,5,37,0.796474
"12737",6,5,38,0.796474
"12738",6,5,39,0.796474
"12739",6,5,40,0.796474
"12740",6,5,41,0.796474
"12741",6,5,42,0.796474
"12742",6,5,43,0.796474
"12743",6,5,44,0.796474
"12744",6,5,45,0.796474
"12745",6,5,46,0.796474
"12746",6,5,47,0.796474
"12747",6,5,48,0.796474
"12748",6,5,49,0.796474
"12749",6,5,50,0.796474
"12750",6,6,1,0.796474
"12751",6,6,2,0.796474
"12752",6,6,3,0.796474
"12753",6,6,4,0.796474
"12754",6,6,5,0.796474
"12755",6,6,6,0.796474
"12756",6,6,7,0.796474
"12757",6,6,8,0.796474
"12758",6,6,9,0.796474
"12759",6,6,10,0.796474
"12760",6,6,11,0.796474
"12761",6,6,12,0.796474
"12762",6,6,13,0.796474
"12763",6,6,14,0.796474
"12764",6,6,15,0.796474
"12765",6,6,16,0.796474
"12766",6,6,17,0.796474
"12767",6,6,18,0.796474
"12768",6,6,19,0.796474
"12769",6,6,20,0.796474
"12770",6,6,21,0.796474
"12771",6,6,22,0.796474
"12772",6,6,23,0.796474
"12773",6,6,24,0.796474
"12774",6,6,25,0.796474
"12775",6,6,26,0.796474
"12776",6,6,27,0.796474
"12777",6,6,28,0.796474
"12778",6,6,29,0.796474
"12779",6,6,30,0.796474
"12780",6,6,31,0.796474
"12781",6,6,32,0.796474
"12782",6,6,33,0.796474
"12783",6,6,34,0.796474
"12784",6,6,35,0.796474
"12785",6,6,36,0.796474
"12786",6,6,37,0.796474
"12787",6,6,38,0.796474
"12788",6,6,39,0.796474
"12789",6,6,40,0.796474
"12790",6,6,41,0.796474
"12791",6,6,42,0.796474
"12792",6,6,43,0.796474
"12793",6,6,44,0.796474
"12794",6,6,45,0.796474
"12795",6,6,46,0.796474
"12796",6,6,47,0.796474
"12797",6,6,48,0.796474
"12798",6,6,49,0.796474
"12799",6,6,50,0.796474
"12800",6,7,1,0.796474
"12801",6,7,2,0.796474
"12802",6,7,3,0.796474
"12803",6,7,4,0.796474
"12804",6,7,5,0.796474
"12805",6,7,6,0.796474
"12806",6,7,7,0.796474
"12807",6,7,8,0.796474
"12808",6,7,9,0.796474
"12809",6,7,10,0.796474
"12810",6,7,11,0.796474
"12811",6,7,12,0.796474
"12812",6,7,13,0.796474
"12813",6,7,14,0.796474
"12814",6,7,15,0.796474
"12815",6,7,16,0.796474
"12816",6,7,17,0.796474
"12817",6,7,18,0.796474
"12818",6,7,19,0.796474
"12819",6,7,20,0.796474
"12820",6,7,21,0.796474
"12821",6,7,22,0.796474
"12822",6,7,23,0.796474
"12823",6,7,24,0.796474
"12824",6,7,25,0.796474
"12825",6,7,26,0.796474
"12826",6,7,27,0.796474
"12827",6,7,28,0.796474
"12828",6,7,29,0.796474
"12829",6,7,30,0.796474
"12830",6,7,31,0.796474
"12831",6,7,32,0.796474
"12832",6,7,33,0.796474
"12833",6,7,34,0.796474
"12834",6,7,35,0.796474
"12835",6,7,36,0.796474
"12836",6,7,37,0.796474
"12837",6,7,38,0.796474
"12838",6,7,39,0.796474
"12839",6,7,40,0.796474
"12840",6,7,41,0.796474
"12841",6,7,42,0.796474
"12842",6,7,43,0.796474
"12843",6,7,44,0.796474
"12844",6,7,45,0.796474
"12845",6,7,46,0.796474
"12846",6,7,47,0.796474
"12847",6,7,48,0.796474
"12848",6,7,49,0.796474
"12849",6,7,50,0.796474
"12850",6,8,1,0.796474
"12851",6,8,2,0.796474
"12852",6,8,3,0.796474
"12853",6,8,4,0.796474
"12854",6,8,5,0.796474
"12855",6,8,6,0.796474
"12856",6,8,7,0.796474
"12857",6,8,8,0.796474
"12858",6,8,9,0.796474
"12859",6,8,10,0.796474
"12860",6,8,11,0.796474
"12861",6,8,12,0.796474
"12862",6,8,13,0.796474
"12863",6,8,14,0.796474
"12864",6,8,15,0.796474
"12865",6,8,16,0.796474
"12866",6,8,17,0.796474
"12867",6,8,18,0.796474
"12868",6,8,19,0.796474
"12869",6,8,20,0.796474
"12870",6,8,21,0.796474
"12871",6,8,22,0.796474
"12872",6,8,23,0.796474
"12873",6,8,24,0.796474
"12874",6,8,25,0.796474
"12875",6,8,26,0.796474
"12876",6,8,27,0.796474
"12877",6,8,28,0.796474
"12878",6,8,29,0.796474
"12879",6,8,30,0.796474
"12880",6,8,31,0.796474
"12881",6,8,32,0.796474
"12882",6,8,33,0.796474
"12883",6,8,34,0.796474
"12884",6,8,35,0.796474
"12885",6,8,36,0.796474
"12886",6,8,37,0.796474
"12887",6,8,38,0.796474
"12888",6,8,39,0.796474
"12889",6,8,40,0.796474
"12890",6,8,41,0.796474
"12891",6,8,42,0.796474
"12892",6,8,43,0.796474
"12893",6,8,44,0.796474
"12894",6,8,45,0.796474
"12895",6,8,46,0.796474
"12896",6,8,47,0.796474
"12897",6,8,48,0.796474
"12898",6,8,49,0.796474
"12899",6,8,50,0.796474
"12900",6,9,1,0.796474
"12901",6,9,2,0.796474
"12902",6,9,3,0.796474
"12903",6,9,4,0.796474
"12904",6,9,5,0.796474
"12905",6,9,6,0.796474
"12906",6,9,7,0.796474
"12907",6,9,8,0.796474
"12908",6,9,9,0.796474
"12909",6,9,10,0.796474
"12910",6,9,11,0.796474
"12911",6,9,12,0.796474
"12912",6,9,13,0.796474
"12913",6,9,14,0.796474
"12914",6,9,15,0.796474
"12915",6,9,16,0.796474
"12916",6,9,17,0.796474
"12917",6,9,18,0.796474
"12918",6,9,19,0.796474
"12919",6,9,20,0.796474
"12920",6,9,21,0.796474
"12921",6,9,22,0.796474
"12922",6,9,23,0.796474
"12923",6,9,24,0.796474
"12924",6,9,25,0.796474
"12925",6,9,26,0.796474
"12926",6,9,27,0.796474
"12927",6,9,28,0.796474
"12928",6,9,29,0.796474
"12929",6,9,30,0.796474
"12930",6,9,31,0.796474
"12931",6,9,32,0.796474
"12932",6,9,33,0.796474
"12933",6,9,34,0.796474
"12934",6,9,35,0.796474
"12935",6,9,36,0.796474
"12936",6,9,37,0.796474
"12937",6,9,38,0.796474
"12938",6,9,39,0.796474
"12939",6,9,40,0.796474
"12940",6,9,41,0.796474
"12941",6,9,42,0.796474
"12942",6,9,43,0.796474
"12943",6,9,44,0.796474
"12944",6,9,45,0.796474
"12945",6,9,46,0.796474
"12946",6,9,47,0.796474
"12947",6,9,48,0.796474
"12948",6,9,49,0.796474
"12949",6,9,50,0.796474
"12950",6,10,1,0.796474
"12951",6,10,2,0.796474
"12952",6,10,3,0.796474
"12953",6,10,4,0.796474
"12954",6,10,5,0.796474
"12955",6,10,6,0.796474
"12956",6,10,7,0.796474
"12957",6,10,8,0.796474
"12958",6,10,9,0.796474
"12959",6,10,10,0.796474
"12960",6,10,11,0.796474
"12961",6,10,12,0.796474
"12962",6,10,13,0.796474
"12963",6,10,14,0.796474
"12964",6,10,15,0.796474
"12965",6,10,16,0.796474
"12966",6,10,17,0.796474
"12967",6,10,18,0.796474
"12968",6,10,19,0.796474
"12969",6,10,20,0.796474
"12970",6,10,21,0.796474
"12971",6,10,22,0.796474
"12972",6,10,23,0.796474
"12973",6,10,24,0.796474
"12974",6,10,25,0.796474
"12975",6,10,26,0.796474
"12976",6,10,27,0.796474
"12977",6,10,28,0.796474
"12978",6,10,29,0.796474
"12979",6,10,30,0.796474
"12980",6,10,31,0.796474
"12981",6,10,32,0.796474
"12982",6,10,33,0.796474
"12983",6,10,34,0.796474
"12984",6,10,35,0.796474
"12985",6,10,36,0.796474
"12986",6,10,37,0.796474
"12987",6,10,38,0.796474
"12988",6,10,39,0.796474
"12989",6,10,40,0.796474
"12990",6,10,41,0.796474
"12991",6,10,42,0.796474
"12992",6,10,43,0.796474
"12993",6,10,44,0.796474
"12994",6,10,45,0.796474
"12995",6,10,46,0.796474
"12996",6,10,47,0.796474
"12997",6,10,48,0.796474
"12998",6,10,49,0.796474
"12999",6,10,50,0.796474
"13000",6,11,1,0.796474
"13001",6,11,2,0.796474
"13002",6,11,3,0.796474
"13003",6,11,4,0.796474
"13004",6,11,5,0.796474
"13005",6,11,6,0.796474
"13006",6,11,7,0.796474
"13007",6,11,8,0.796474
"13008",6,11,9,0.796474
"13009",6,11,10,0.796474
"13010",6,11,11,0.796474
"13011",6,11,12,0.796474
"13012",6,11,13,0.796474
"13013",6,11,14,0.796474
"13014",6,11,15,0.796474
"13015",6,11,16,0.796474
"13016",6,11,17,0.796474
"13017",6,11,18,0.796474
"13018",6,11,19,0.796474
"13019",6,11,20,0.796474
"13020",6,11,21,0.796474
"13021",6,11,22,0.796474
"13022",6,11,23,0.796474
"13023",6,11,24,0.796474
"13024",6,11,25,0.796474
"13025",6,11,26,0.796474
"13026",6,11,27,0.796474
"13027",6,11,28,0.796474
"13028",6,11,29,0.796474
"13029",6,11,30,0.796474
"13030",6,11,31,0.796474
"13031",6,11,32,0.796474
"13032",6,11,33,0.796474
"13033",6,11,34,0.796474
"13034",6,11,35,0.796474
"13035",6,11,36,0.796474
"13036",6,11,37,0.796474
"13037",6,11,38,0.796474
"13038",6,11,39,0.796474
"13039",6,11,40,0.796474
"13040",6,11,41,0.796474
"13041",6,11,42,0.796474
"13042",6,11,43,0.796474
"13043",6,11,44,0.796474
"13044",6,11,45,0.796474
"13045",6,11,46,0.796474
"13046",6,11,47,0.796474
"13047",6,11,48,0.796474
"13048",6,11,49,0.796474
"13049",6,11,50,0.796474
"13050",6,12,1,0.796474
"13051",6,12,2,0.796474
"13052",6,12,3,0.796474
"13053",6,12,4,0.796474
"13054",6,12,5,0.796474
"13055",6,12,6,0.796474
"13056",6,12,7,0.796474
"13057",6,12,8,0.796474
"13058",6,12,9,0.796474
"13059",6,12,10,0.796474
"13060",6,12,11,0.796474
"13061",6,12,12,0.796474
"13062",6,12,13,0.796474
"13063",6,12,14,0.796474
"13064",6,12,15,0.796474
"13065",6,12,16,0.796474
"13066",6,12,17,0.796474
"13067",6,12,18,0.796474
"13068",6,12,19,0.796474
"13069",6,12,20,0.796474
"13070",6,12,21,0.796474
"13071",6,12,22,0.796474
"13072",6,12,23,0.796474
"13073",6,12,24,0.796474
"13074",6,12,25,0.796474
"13075",6,12,26,0.796474
"13076",6,12,27,0.796474
"13077",6,12,28,0.796474
"13078",6,12,29,0.796474
"13079",6,12,30,0.796474
"13080",6,12,31,0.796474
"13081",6,12,32,0.796474
"13082",6,12,33,0.796474
"13083",6,12,34,0.796474
"13084",6,12,35,0.796474
"13085",6,12,36,0.796474
"13086",6,12,37,0.796474
"13087",6,12,38,0.796474
"13088",6,12,39,0.796474
"13089",6,12,40,0.796474
"13090",6,12,41,0.796474
"13091",6,12,42,0.796474
"13092",6,12,43,0.796474
"13093",6,12,44,0.796474
"13094",6,12,45,0.796474
"13095",6,12,46,0.796474
"13096",6,12,47,0.796474
"13097",6,12,48,0.796474
"13098",6,12,49,0.796474
"13099",6,12,50,0.796474
"13100",6,13,1,0.796474
"13101",6,13,2,0.796474
"13102",6,13,3,0.796474
"13103",6,13,4,0.796474
"13104",6,13,5,0.796474
"13105",6,13,6,0.796474
"13106",6,13,7,0.796474
"13107",6,13,8,0.796474
"13108",6,13,9,0.796474
"13109",6,13,10,0.796474
"13110",6,13,11,0.796474
"13111",6,13,12,0.796474
"13112",6,13,13,0.796474
"13113",6,13,14,0.796474
"13114",6,13,15,0.796474
"13115",6,13,16,0.796474
"13116",6,13,17,0.796474
"13117",6,13,18,0.796474
"13118",6,13,19,0.796474
"13119",6,13,20,0.796474
"13120",6,13,21,0.796474
"13121",6,13,22,0.796474
"13122",6,13,23,0.796474
"13123",6,13,24,0.796474
"13124",6,13,25,0.796474
"13125",6,13,26,0.796474
"13126",6,13,27,0.796474
"13127",6,13,28,0.796474
"13128",6,13,29,0.796474
"13129",6,13,30,0.796474
"13130",6,13,31,0.796474
"13131",6,13,32,0.796474
"13132",6,13,33,0.796474
"13133",6,13,34,0.796474
"13134",6,13,35,0.796474
"13135",6,13,36,0.796474
"13136",6,13,37,0.796474
"13137",6,13,38,0.796474
"13138",6,13,39,0.796474
"13139",6,13,40,0.796474
"13140",6,13,41,0.796474
"13141",6,13,42,0.796474
"13142",6,13,43,0.796474
"13143",6,13,44,0.796474
"13144",6,13,45,0.796474
"13145",6,13,46,0.796474
"13146",6,13,47,0.796474
"13147",6,13,48,0.796474
"13148",6,13,49,0.796474
"13149",6,13,50,0.796474
"13150",6,14,1,0.796474
"13151",6,14,2,0.796474
"13152",6,14,3,0.796474
"13153",6,14,4,0.796474
"13154",6,14,5,0.796474
"13155",6,14,6,0.796474
"13156",6,14,7,0.796474
"13157",6,14,8,0.796474
"13158",6,14,9,0.796474
"13159",6,14,10,0.796474
"13160",6,14,11,0.796474
"13161",6,14,12,0.796474
"13162",6,14,13,0.796474
"13163",6,14,14,0.796474
"13164",6,14,15,0.796474
"13165",6,14,16,0.796474
"13166",6,14,17,0.796474
"13167",6,14,18,0.796474
"13168",6,14,19,0.796474
"13169",6,14,20,0.796474
"13170",6,14,21,0.796474
"13171",6,14,22,0.796474
"13172",6,14,23,0.796474
"13173",6,14,24,0.796474
"13174",6,14,25,0.796474
"13175",6,14,26,0.796474
"13176",6,14,27,0.796474
"13177",6,14,28,0.796474
"13178",6,14,29,0.796474
"13179",6,14,30,0.796474
"13180",6,14,31,0.796474
"13181",6,14,32,0.796474
"13182",6,14,33,0.796474
"13183",6,14,34,0.796474
"13184",6,14,35,0.796474
"13185",6,14,36,0.796474
"13186",6,14,37,0.796474
"13187",6,14,38,0.796474
"13188",6,14,39,0.796474
"13189",6,14,40,0.796474
"13190",6,14,41,0.796474
"13191",6,14,42,0.796474
"13192",6,14,43,0.796474
"13193",6,14,44,0.796474
"13194",6,14,45,0.796474
"13195",6,14,46,0.796474
"13196",6,14,47,0.796474
"13197",6,14,48,0.796474
"13198",6,14,49,0.796474
"13199",6,14,50,0.796474
"13200",6,15,1,0.796474
"13201",6,15,2,0.796474
"13202",6,15,3,0.796474
"13203",6,15,4,0.796474
"13204",6,15,5,0.796474
"13205",6,15,6,0.796474
"13206",6,15,7,0.796474
"13207",6,15,8,0.796474
"13208",6,15,9,0.796474
"13209",6,15,10,0.796474
"13210",6,15,11,0.796474
"13211",6,15,12,0.796474
"13212",6,15,13,0.796474
"13213",6,15,14,0.796474
"13214",6,15,15,0.796474
"13215",6,15,16,0.796474
"13216",6,15,17,0.796474
"13217",6,15,18,0.796474
"13218",6,15,19,0.796474
"13219",6,15,20,0.796474
"13220",6,15,21,0.796474
"13221",6,15,22,0.796474
"13222",6,15,23,0.796474
"13223",6,15,24,0.796474
"13224",6,15,25,0.796474
"13225",6,15,26,0.796474
"13226",6,15,27,0.796474
"13227",6,15,28,0.796474
"13228",6,15,29,0.796474
"13229",6,15,30,0.796474
"13230",6,15,31,0.796474
"13231",6,15,32,0.796474
"13232",6,15,33,0.796474
"13233",6,15,34,0.796474
"13234",6,15,35,0.796474
"13235",6,15,36,0.796474
"13236",6,15,37,0.796474
"13237",6,15,38,0.796474
"13238",6,15,39,0.796474
"13239",6,15,40,0.796474
"13240",6,15,41,0.796474
"13241",6,15,42,0.796474
"13242",6,15,43,0.796474
"13243",6,15,44,0.796474
"13244",6,15,45,0.796474
"13245",6,15,46,0.796474
"13246",6,15,47,0.796474
"13247",6,15,48,0.796474
"13248",6,15,49,0.796474
"13249",6,15,50,0.796474
"13250",6,16,1,0.796474
"13251",6,16,2,0.796474
"13252",6,16,3,0.796474
"13253",6,16,4,0.796474
"13254",6,16,5,0.796474
"13255",6,16,6,0.796474
"13256",6,16,7,0.796474
"13257",6,16,8,0.796474
"13258",6,16,9,0.796474
"13259",6,16,10,0.796474
"13260",6,16,11,0.796474
"13261",6,16,12,0.796474
"13262",6,16,13,0.796474
"13263",6,16,14,0.796474
"13264",6,16,15,0.796474
"13265",6,16,16,0.796474
"13266",6,16,17,0.796474
"13267",6,16,18,0.796474
"13268",6,16,19,0.796474
"13269",6,16,20,0.796474
"13270",6,16,21,0.796474
"13271",6,16,22,0.796474
"13272",6,16,23,0.796474
"13273",6,16,24,0.796474
"13274",6,16,25,0.796474
"13275",6,16,26,0.796474
"13276",6,16,27,0.796474
"13277",6,16,28,0.796474
"13278",6,16,29,0.796474
"13279",6,16,30,0.796474
"13280",6,16,31,0.796474
"13281",6,16,32,0.796474
"13282",6,16,33,0.796474
"13283",6,16,34,0.796474
"13284",6,16,35,0.796474
"13285",6,16,36,0.796474
"13286",6,16,37,0.796474
"13287",6,16,38,0.796474
"13288",6,16,39,0.796474
"13289",6,16,40,0.796474
"13290",6,16,41,0.796474
"13291",6,16,42,0.796474
"13292",6,16,43,0.796474
"13293",6,16,44,0.796474
"13294",6,16,45,0.796474
"13295",6,16,46,0.796474
"13296",6,16,47,0.796474
"13297",6,16,48,0.796474
"13298",6,16,49,0.796474
"13299",6,16,50,0.796474
"13300",6,17,1,0.796474
"13301",6,17,2,0.796474
"13302",6,17,3,0.796474
"13303",6,17,4,0.796474
"13304",6,17,5,0.796474
"13305",6,17,6,0.796474
"13306",6,17,7,0.796474
"13307",6,17,8,0.796474
"13308",6,17,9,0.796474
"13309",6,17,10,0.796474
"13310",6,17,11,0.796474
"13311",6,17,12,0.796474
"13312",6,17,13,0.796474
"13313",6,17,14,0.796474
"13314",6,17,15,0.796474
"13315",6,17,16,0.796474
"13316",6,17,17,0.796474
"13317",6,17,18,0.796474
"13318",6,17,19,0.796474
"13319",6,17,20,0.796474
"13320",6,17,21,0.796474
"13321",6,17,22,0.796474
"13322",6,17,23,0.796474
"13323",6,17,24,0.796474
"13324",6,17,25,0.796474
"13325",6,17,26,0.796474
"13326",6,17,27,0.796474
"13327",6,17,28,0.796474
"13328",6,17,29,0.796474
"13329",6,17,30,0.796474
"13330",6,17,31,0.796474
"13331",6,17,32,0.796474
"13332",6,17,33,0.796474
"13333",6,17,34,0.796474
"13334",6,17,35,0.796474
"13335",6,17,36,0.796474
"13336",6,17,37,0.796474
"13337",6,17,38,0.796474
"13338",6,17,39,0.796474
"13339",6,17,40,0.796474
"13340",6,17,41,0.796474
"13341",6,17,42,0.796474
"13342",6,17,43,0.796474
"13343",6,17,44,0.796474
"13344",6,17,45,0.796474
"13345",6,17,46,0.796474
"13346",6,17,47,0.796474
"13347",6,17,48,0.796474
"13348",6,17,49,0.796474
"13349",6,17,50,0.796474
"13350",6,18,1,0.796474
"13351",6,18,2,0.796474
"13352",6,18,3,0.796474
"13353",6,18,4,0.796474
"13354",6,18,5,0.796474
"13355",6,18,6,0.796474
"13356",6,18,7,0.796474
"13357",6,18,8,0.796474
"13358",6,18,9,0.796474
"13359",6,18,10,0.796474
"13360",6,18,11,0.796474
"13361",6,18,12,0.796474
"13362",6,18,13,0.796474
"13363",6,18,14,0.796474
"13364",6,18,15,0.796474
"13365",6,18,16,0.796474
"13366",6,18,17,0.796474
"13367",6,18,18,0.796474
"13368",6,18,19,0.796474
"13369",6,18,20,0.796474
"13370",6,18,21,0.796474
"13371",6,18,22,0.796474
"13372",6,18,23,0.796474
"13373",6,18,24,0.796474
"13374",6,18,25,0.796474
"13375",6,18,26,0.796474
"13376",6,18,27,0.796474
"13377",6,18,28,0.796474
"13378",6,18,29,0.796474
"13379",6,18,30,0.796474
"13380",6,18,31,0.796474
"13381",6,18,32,0.796474
"13382",6,18,33,0.796474
"13383",6,18,34,0.796474
"13384",6,18,35,0.796474
"13385",6,18,36,0.796474
"13386",6,18,37,0.796474
"13387",6,18,38,0.796474
"13388",6,18,39,0.796474
"13389",6,18,40,0.796474
"13390",6,18,41,0.796474
"13391",6,18,42,0.796474
"13392",6,18,43,0.796474
"13393",6,18,44,0.796474
"13394",6,18,45,0.796474
"13395",6,18,46,0.796474
"13396",6,18,47,0.796474
"13397",6,18,48,0.796474
"13398",6,18,49,0.796474
"13399",6,18,50,0.796474
"13400",6,19,1,0.796474
"13401",6,19,2,0.796474
"13402",6,19,3,0.796474
"13403",6,19,4,0.796474
"13404",6,19,5,0.796474
"13405",6,19,6,0.796474
"13406",6,19,7,0.796474
"13407",6,19,8,0.796474
"13408",6,19,9,0.796474
"13409",6,19,10,0.796474
"13410",6,19,11,0.796474
"13411",6,19,12,0.796474
"13412",6,19,13,0.796474
"13413",6,19,14,0.796474
"13414",6,19,15,0.796474
"13415",6,19,16,0.796474
"13416",6,19,17,0.796474
"13417",6,19,18,0.796474
"13418",6,19,19,0.796474
"13419",6,19,20,0.796474
"13420",6,19,21,0.796474
"13421",6,19,22,0.796474
"13422",6,19,23,0.796474
"13423",6,19,24,0.796474
"13424",6,19,25,0.796474
"13425",6,19,26,0.796474
"13426",6,19,27,0.796474
"13427",6,19,28,0.796474
"13428",6,19,29,0.796474
"13429",6,19,30,0.796474
"13430",6,19,31,0.796474
